asin,text,title,location_and_date,verified,rating
B09G9FPHY6,I bought the 9th Generation for its price on Prime Day.  I had to upgrade it to download from my iPhone 13 but that wasn’t a problem. After the upgrade it wouldn’t download my data from the Cloud so I returned it.  I was not comfortable using it compared to my phone.  I’m 71 and maybe not iPad ready.,Nice but returned,"Reviewed in the United States on September 7, 2023",True,4.0
B09G9FPHY6,Bought this as a gift and the receiver loved it! Can't go wrong with an Apple iPad. It arrived amazingly quickly in perfect condition.,Love it!,"Reviewed in the United States on October 16, 2023",True,5.0
B09G9FPHY6,I am not a tech person. Functions for this tablet was extremely easy to learn. Synched easily with my Apple I-Phone. I liked the price. No issues from me.js,Syncs With Apple I-Phone,"Reviewed in the United States on October 4, 2023",True,5.0
B09G9FPHY6,"Item was delivered on time, iPad is replacement for Jen 5 what is dome/will not turn on. This one is big improvement to the older model , screen is beautiful and the processor is a lot fester. Good choice for replacement. Price could be lowest.Recommend the seller",iPad jen9,"Reviewed in the United States on September 1, 2023",True,5.0
B09G9FPHY6,Well this iPad is miles ahead of my old iPad. It changed my old habit of just using the iPad for playing games.,Great device!,"Reviewed in the United States on October 10, 2023",True,5.0
B09G9FPHY6,"Purchased this iPad for my 4yr old grandson.  He seemed to have grown out of his AMAZON tablet and he was always wanting his sisters iPad.  So, had to break down and buy him his own iPad.  This was an EXCELLENT price on AMAZON!  He loves it, he and his sister can play games together.",Great iPad,"Reviewed in the United States on August 23, 2023",True,5.0
B09G9FPHY6,"This has been “shipped” and “arriving today” TWO times, then “delayed.” Started to feel scammy but it finally arrived, was in correct packaging, and is working great.",Took forever but,"Reviewed in the United States on September 18, 2023",True,5.0
B09G9FPHY6,Finally upgraded from my 2014 iPad and it’s so much better !  Should have bought this sooner.  Works great and has many new features and upgrades.  Could not be happier!  5 Stars for this item,Excellent Apple IPad,"Reviewed in the United States on September 25, 2023",True,5.0
B09G9FPHY6,"Solo un pequeño golpe por la parte de atrás nada grave ni serio para querer devolverla , caja original cable y cubo también originales , garantía de fábrica eso quiere decir que es relativamente nueva desde que la usaron , opción de apple care disponible muy feliz con mi compra ahora a comprar un case y sacarle el máximo provecho espero pueda ayudar a alguien con esta reseña",Como nueva,"Reviewed in the United States on August 25, 2023",True,5.0
B09G9FPHY6,"As many of you know, Apple does a pretty good job with their products except their watch recent version not too happy with it however, the Apple iPad arrived and it’s mint condition. Looks really good and works really well for my elderly parents so it was really easy for them to learn from it since they have iPhones really smooth when moving within apps, I have no complaints.",Apple did a good job for this version,"Reviewed in the United States on August 27, 2023",True,5.0
B09G9FPHY6,My 5 year old iPad was ready to give up the ghost so after some research decided to buy the 9th gen. instead of the new 10. Everything I read pretty much said that unless you're doing really challenging tasks the processor in the 9th was more than adequate. On sale this was $150.00 less than the 10th gen. so it was a no brainer. Arrived on time (thanks Amazon) factory fresh. Works perfectly as I would expect; quicker and better screen quality than my old one. A great buy.,Best value in an iPad at this time,"Reviewed in the United States on August 31, 2023",True,5.0
B09G9FPHY6,"Fácil la importación y entrega a pesar que fué mi primera importación, me brindaron información necesaria para concretar el envío y recepción del producto.",PRODUCTO Y RECPCION OK,"Reviewed in the United States on September 25, 2023",True,5.0
B09G9FPHY6,"I’m so glad I bought this, excellent quality at a very good price.  Excellent picture quality.  Luna gives it two paws up.",Excellent quality,"Reviewed in the United States on September 23, 2023",True,5.0
B09G9FPHY6,"I like everything.  I don't like, that you have to keep updating certain apps. Great Quality! It doesn't take long to charge.",ApplePad,"Reviewed in the United States on September 18, 2023",True,5.0
B09G9FPHY6,"Price of $250 cannot be beat.  New unit, manufactured in 2023, with 64 GB which is plenty for most people.  It is not much more expensive than much older remanufactured iPads that have non-replaced old batteries. Did not seem to be available with a white border, but that's a minor gripe.","Excellent deal on ""last year's"" model.","Reviewed in the United States on September 7, 2023",True,5.0
B09G9FPHY6,"My wife's old ipad was from 2013- ten years old! So naturally this is faster, but wow! She is thrilled.",SO MUCH FASTER,"Reviewed in the United States on October 13, 2023",True,5.0
B09G9FPHY6,Screen perfect. It’s just perfect. I was a little skeptical about buying it off Amazon but it’s the same as if you were buying it from Apple! Works perfectly fine. I use it every single day. No problems have been encountered.,Love,"Reviewed in the United States on September 11, 2023",True,5.0
B09G9FPHY6,I’m not sure if it’s apple refresh or brand new. But a great deal and even better I pad.,Awesome,"Reviewed in the United States on October 15, 2023",True,5.0
B09G9FPHY6,"I know that online its really hard to not ""not judge a book by its cover"" being that this purchase was ""used-good condition"" however I took a chance expecting minor cosmetic damages or whatever and received an iPad in excellent condition!!",A true gem!,"Reviewed in the United States on September 9, 2023",True,5.0
B09G9FPHY6,Love this iPad. I’m using it for my everyday business use. Taking notes on this one feels so good. Please make sure to use some paper like screen protector if you’re using pencil on the screen. You’ll love the experience.,iPad gen 9,"Reviewed in the United States on August 17, 2023",True,5.0
B09G9FPHY6,"As far as apple products go I aways like getting the cheaper stuff, it works great and feels high quality. That's exactly this tablet, amazon apple products tend to go on sale and yet theres nothing wrong or different about them compared to buying directly from apple. highly recommended that you buy apple products from amazon because apple products never go on sale from the apple stores or website. and this is a brand new tablet you are buying, from apple.TLDR version: it's a great tablet! genuine brand new apple product!",great price for a great device.,"Reviewed in the United States on August 16, 2023",True,5.0
B09G9FPHY6,"9th-gen model is the last of the ARM-based processors (10th starts the M1 chip), and is significantly faster than my old original-gen iPad Air when displaying documents, pdfs etc.  Battery hardly drops at all even when run for a couple of hours.  Great sale price, well worth the upgrade.",Much faster than my original-gen iPad Air,"Reviewed in the United States on August 30, 2023",True,5.0
B09G9FPHY6,Touch I'd perfect camera is gd front camera little not gd but overall it's perfect for my son,Amazing,"Reviewed in the United States on October 2, 2023",True,5.0
B09G9FPHY6,great looking perfect size big screen light weight took 5 minutes to set up and charges fast as hell battery last up about 10-14 hours on screen and 48 off screen for mine at least. Best of all it was here in 10 hours or less!! I definitely recommend this device.,Best price,"Reviewed in the United States on September 1, 2023",True,5.0
B09G9FPHY6,The product is fine. Very disappointed in delivery time. It should not take 20 days from order to delivery date. Not impressed.,Slow delivery,"Reviewed in the United States on September 24, 2023",True,5.0
B09G9FPHY6,"Works like a charm. Long battery life. 3-4days per charge. Use to design graphics on Canva, messaging, managing social media. I’m pleased.",So far so good!,"Reviewed in the United States on September 26, 2023",True,5.0
B09G9FPHY6,"I really like my new iPad. I was using a gen 3. I upgraded to this one. The screen is a bit smaller than my gen 3. Nice sleek look, I have the grey. The graphics, colors are very nice. Very easy to transfer old to new. Done in 15 mins and only 2-3 buttons to touch.",Love it,"Reviewed in the United States on September 2, 2023",True,5.0
B09G9FPHY6,My elderly Mom is not very tech savvy but she loves her iPad. It has become her gateway to the world. She relies on FaceTime calls as she is near deaf and being able to see someone’s face really helps her understand them better. She uses it to watch her favorite shows and listen to her fav music. And she loves to play games on it. She is finding the Siri functions very helpful too.,I got this for my 93 year old Mom,"Reviewed in the United States on July 30, 2023",True,5.0
B09G9FPHY6,"The iPad is great for the kids. This version runs much faster and smoother than the iPad Mini we are using right now. So far it works perfectly and not a single issue. The only concern is that 64GB storage might be a little small -- we installed all needed apps, now only about 1/3 storage left. Hope we won't get much images and videos! But we can't beat the price! Highly recommend!",The best tablet for kids,"Reviewed in the United States on August 22, 2023",True,5.0
B09G9FPHY6,"The display really doesn't look great by today's standards and the screen-to-body ratio is ridiculously low. And the price isn't cheap, I think this ipad 9TH would be a little better if it either dropped the price some more or came out with an iteration of the typc-c interface model","Expected, except that the display isn't too good","Reviewed in the United States on October 7, 2023",True,4.0
B09G9FPHY6,"This is my fourth iPad since 2011. The old ones still work fine, but eventually run out of memory and get passed down to my grandkids.This time I bit the bullet and bought the maximum amount of storage available. I now have enough memory to download movies for use on long airplane trips.Do yourself a favor, don't cheap out on memory, buy the max and these things will last forever.The only time I had a problem with any of my iPads was when I hit it with a Weed Wacker and destroyed the screen. Cost me a couple hundred dollars to replace, but it's still going strong. Like a Timex, it takes a wacking and keeps on working.",LOVE MY iPads,"Reviewed in the United States on August 12, 2023",True,5.0
B09G9FPHY6,"This replaced ipad 5th generation, so the screen is larger & appears to be easier to view. Other than that they are pretty much identical in physical appearance, of course 9th gen has a faster chip along with a few more advanced features, camera/apps, etc. I mostly use it for surfing internet & games & would definitely buy it again. I didn’t like the fact that the stowage went from 64GB to 256GB skipping the normal 128 GB & going to 256 GB was too pricey for my intended use.",Excellent iPad,"Reviewed in the United States on July 28, 2023",True,5.0
B09G9FPHY6,Came in original box in amazing condition! Will be purchasing 3 more for my kids for christmas,Like brand new,"Reviewed in the United States on October 14, 2023",True,5.0
B09G9FPHY6,Love the options love the increase battery life charges easily great performance great quality for the price,Nice size 10.2,"Reviewed in the United States on October 18, 2023",True,5.0
B09G9FPHY6,I got this Apple iPad to replace my old one that was starting to have problems. This new one is awesome! It is so fast and the picture is crisp and clear. It charges fast and the battery seems to last a long time. It has plenty of storage too.,"great Apple product, as always!","Reviewed in the United States on September 3, 2023",True,5.0
B09G9FPHY6,"I am a first time iPad owner. Have been using my iPhone to surf the net, send email and messages, etc. Found this iPad 9th Gen at a great bargain on Amazon Prime day. Couldn’t be more happy with the purchase. It does everything I want it to and its larger screen is so much easier to view than my iPhone. Only downside is the smaller 64 GB storage. Could have upgraded, but the price would have been considerably higher. Very happy with the purchase, and would definitely recommend.",Really love my new iPad!,"Reviewed in the United States on August 24, 2023",True,5.0
B09G9FPHY6,"Being a Windows/Android user, the iPad takes some getting used to.After some internet searches, I was able to familiarize myself with its nuances.I use it mostly for annotating PDFs for research work. The screen and its color are outstanding.Would I buy it again? Not sure yet.",Not Bad After All,"Reviewed in the United States on September 24, 2023",True,4.0
B09G9FPHY6,"I have had my iPad 9th Generation 64GB Wi-Fi since the end of November, 2022. It has been about 5 months. I upgraded from an iPad Air 2 32GB Wi-Fi (2014 model) that I had for almost 6 years! I have to say that there is a reason why Apple iPads are sold at such a premium price. That's because they provide valuable practical use for far longer than the vast majority of what is available in the tablet market.With that said the 2021 iPad 9th Generation is a base iPad with a limited amount of fancy features and a dated iPad design. Quite frankly, I actually use my iPad on the go and all of the iPads I have had go directly into an Otterbox Defender case. So I hardly notice the little aesthetics in design when my iPads area always in an Otterbox Defender case.I won't make this review long and will highlight the particular reason why I feel the need to write this review at all. I would say there's three top reasons why I believe the iPad 9th generation is excellent: 1. Good CPU performance/64GB base memory capacity, 2. Value pricing, and 3. Apple Pencil/Freeform.1. CPU performance is good with the A13 CPU from the iPhone 11. I am confident that I will be able to use this iPad for at least 4 more years, if not 5. I bought my iPad Air 2 (2014 model) in 2016 and it was supported with OS updates up until iPadOS 15, which is a total of 8 years. But the iPad Air 2 was among the longest supported iPads in Apple's tablet history. So it is not likely to be repeated. But I think that the iPad 9th generation should be supported for at least 6 years, 2021 to 2027. Plus, the 64GB base capacity is excellent for my basic use of the iPad.2. The pricing for the iPad 9th Generation 64GB retails at $329.99, but it is often for sale at $269.99. That's how much I purchased it for during Cyber Monday 2022. It has been on sale for as low as $249.99 at some other retailers as well. So overall, the pricing is very affordable for a device this capable with support for many years to come.3. I know that the Apple Pencil has been out for years, but I have only now tried it. It was not supported with my iPad Air 2 (2014 model) and I never gave it much thought as being useful to me. I always thought that the Apple Pencil was geared towards artists, which to some extent it is. I tried the Apple Pencil on my iPad 9th Generation about a month after getting mine. It was a revolutionary experience for me. I have been looking for a viable substitute for a whiteboard for the longest time. But there is not any real replacement for what you can do on a whiteboard. The Apple Pencil with FreeForm is the closest that I've come to the experience I get on a whiteboard. Although, I do still use a 4'x8' whiteboard for some brainstorming sessions, the Apple Pencil has afforded me to do some basic brainstorming in FreeForm. This is a massive benefit and I can only see Apple getting better with its FreeForm app. Not to mention app developers releasing new apps to take advantage of the Apple Pencil for brainstorming on a virtual whiteboard.Overall, I highly recommend the iPad 9th Generation.","Apple does it again, the best of Apple in a great price!","Reviewed in the United States on March 26, 2023",True,5.0
B09G9FPHY6,Has lots of storage for all my toddlers games. Easy to find and has a very large bulky size but hey she doesn’t carry it far enough to break it. So we leave it where she lays. Could have got the mini but been burned by how easy that was to carry with my first kiddo. Too heavy to hold up that’s the only downfall. So she leans down if holding but everyone does that anyways. We just prop it up and when she’s tired she rolls away from it at night. Because she’s not holding it so close to her face she stays on it a way more appropriate amount of time for a kid.,Great product at a great price,"Reviewed in the United States on August 13, 2023",True,5.0
B09G9FPHY6,"The display really doesn't look great by today's standards and the screen-to-body ratio is ridiculously low. And the price isn't cheap, I think this ipad 9TH would be a little better if it either dropped the price some more or came out with an iteration of the typc-c interface model","Expected, except that the display isn't too good","Reviewed in the United States on October 7, 2023",True,4.0
B09G9FPHY6,"This is my fourth iPad since 2011. The old ones still work fine, but eventually run out of memory and get passed down to my grandkids.This time I bit the bullet and bought the maximum amount of storage available. I now have enough memory to download movies for use on long airplane trips.Do yourself a favor, don't cheap out on memory, buy the max and these things will last forever.The only time I had a problem with any of my iPads was when I hit it with a Weed Wacker and destroyed the screen. Cost me a couple hundred dollars to replace, but it's still going strong. Like a Timex, it takes a wacking and keeps on working.",LOVE MY iPads,"Reviewed in the United States on August 12, 2023",True,5.0
B09G9FPHY6,"This replaced ipad 5th generation, so the screen is larger & appears to be easier to view. Other than that they are pretty much identical in physical appearance, of course 9th gen has a faster chip along with a few more advanced features, camera/apps, etc. I mostly use it for surfing internet & games & would definitely buy it again. I didn’t like the fact that the stowage went from 64GB to 256GB skipping the normal 128 GB & going to 256 GB was too pricey for my intended use.",Excellent iPad,"Reviewed in the United States on July 28, 2023",True,5.0
B09G9FPHY6,Came in original box in amazing condition! Will be purchasing 3 more for my kids for christmas,Like brand new,"Reviewed in the United States on October 14, 2023",True,5.0
B09G9FPHY6,Love the options love the increase battery life charges easily great performance great quality for the price,Nice size 10.2,"Reviewed in the United States on October 18, 2023",True,5.0
B09G9FPHY6,I got this Apple iPad to replace my old one that was starting to have problems. This new one is awesome! It is so fast and the picture is crisp and clear. It charges fast and the battery seems to last a long time. It has plenty of storage too.,"great Apple product, as always!","Reviewed in the United States on September 3, 2023",True,5.0
B09G9FPHY6,"I am a first time iPad owner. Have been using my iPhone to surf the net, send email and messages, etc. Found this iPad 9th Gen at a great bargain on Amazon Prime day. Couldn’t be more happy with the purchase. It does everything I want it to and its larger screen is so much easier to view than my iPhone. Only downside is the smaller 64 GB storage. Could have upgraded, but the price would have been considerably higher. Very happy with the purchase, and would definitely recommend.",Really love my new iPad!,"Reviewed in the United States on August 24, 2023",True,5.0
B09G9FPHY6,"Being a Windows/Android user, the iPad takes some getting used to.After some internet searches, I was able to familiarize myself with its nuances.I use it mostly for annotating PDFs for research work. The screen and its color are outstanding.Would I buy it again? Not sure yet.",Not Bad After All,"Reviewed in the United States on September 24, 2023",True,4.0
B09G9FPHY6,"I have had my iPad 9th Generation 64GB Wi-Fi since the end of November, 2022. It has been about 5 months. I upgraded from an iPad Air 2 32GB Wi-Fi (2014 model) that I had for almost 6 years! I have to say that there is a reason why Apple iPads are sold at such a premium price. That's because they provide valuable practical use for far longer than the vast majority of what is available in the tablet market.With that said the 2021 iPad 9th Generation is a base iPad with a limited amount of fancy features and a dated iPad design. Quite frankly, I actually use my iPad on the go and all of the iPads I have had go directly into an Otterbox Defender case. So I hardly notice the little aesthetics in design when my iPads area always in an Otterbox Defender case.I won't make this review long and will highlight the particular reason why I feel the need to write this review at all. I would say there's three top reasons why I believe the iPad 9th generation is excellent: 1. Good CPU performance/64GB base memory capacity, 2. Value pricing, and 3. Apple Pencil/Freeform.1. CPU performance is good with the A13 CPU from the iPhone 11. I am confident that I will be able to use this iPad for at least 4 more years, if not 5. I bought my iPad Air 2 (2014 model) in 2016 and it was supported with OS updates up until iPadOS 15, which is a total of 8 years. But the iPad Air 2 was among the longest supported iPads in Apple's tablet history. So it is not likely to be repeated. But I think that the iPad 9th generation should be supported for at least 6 years, 2021 to 2027. Plus, the 64GB base capacity is excellent for my basic use of the iPad.2. The pricing for the iPad 9th Generation 64GB retails at $329.99, but it is often for sale at $269.99. That's how much I purchased it for during Cyber Monday 2022. It has been on sale for as low as $249.99 at some other retailers as well. So overall, the pricing is very affordable for a device this capable with support for many years to come.3. I know that the Apple Pencil has been out for years, but I have only now tried it. It was not supported with my iPad Air 2 (2014 model) and I never gave it much thought as being useful to me. I always thought that the Apple Pencil was geared towards artists, which to some extent it is. I tried the Apple Pencil on my iPad 9th Generation about a month after getting mine. It was a revolutionary experience for me. I have been looking for a viable substitute for a whiteboard for the longest time. But there is not any real replacement for what you can do on a whiteboard. The Apple Pencil with FreeForm is the closest that I've come to the experience I get on a whiteboard. Although, I do still use a 4'x8' whiteboard for some brainstorming sessions, the Apple Pencil has afforded me to do some basic brainstorming in FreeForm. This is a massive benefit and I can only see Apple getting better with its FreeForm app. Not to mention app developers releasing new apps to take advantage of the Apple Pencil for brainstorming on a virtual whiteboard.Overall, I highly recommend the iPad 9th Generation.","Apple does it again, the best of Apple in a great price!","Reviewed in the United States on March 26, 2023",True,5.0
B09G9FPHY6,Has lots of storage for all my toddlers games. Easy to find and has a very large bulky size but hey she doesn’t carry it far enough to break it. So we leave it where she lays. Could have got the mini but been burned by how easy that was to carry with my first kiddo. Too heavy to hold up that’s the only downfall. So she leans down if holding but everyone does that anyways. We just prop it up and when she’s tired she rolls away from it at night. Because she’s not holding it so close to her face she stays on it a way more appropriate amount of time for a kid.,Great product at a great price,"Reviewed in the United States on August 13, 2023",True,5.0
B09G9FPHY6,"The display really doesn't look great by today's standards and the screen-to-body ratio is ridiculously low. And the price isn't cheap, I think this ipad 9TH would be a little better if it either dropped the price some more or came out with an iteration of the typc-c interface model","Expected, except that the display isn't too good","Reviewed in the United States on October 7, 2023",True,4.0
B09G9FPHY6,"This is my fourth iPad since 2011. The old ones still work fine, but eventually run out of memory and get passed down to my grandkids.This time I bit the bullet and bought the maximum amount of storage available. I now have enough memory to download movies for use on long airplane trips.Do yourself a favor, don't cheap out on memory, buy the max and these things will last forever.The only time I had a problem with any of my iPads was when I hit it with a Weed Wacker and destroyed the screen. Cost me a couple hundred dollars to replace, but it's still going strong. Like a Timex, it takes a wacking and keeps on working.",LOVE MY iPads,"Reviewed in the United States on August 12, 2023",True,5.0
B09G9FPHY6,"This replaced ipad 5th generation, so the screen is larger & appears to be easier to view. Other than that they are pretty much identical in physical appearance, of course 9th gen has a faster chip along with a few more advanced features, camera/apps, etc. I mostly use it for surfing internet & games & would definitely buy it again. I didn’t like the fact that the stowage went from 64GB to 256GB skipping the normal 128 GB & going to 256 GB was too pricey for my intended use.",Excellent iPad,"Reviewed in the United States on July 28, 2023",True,5.0
B09G9FPHY6,Came in original box in amazing condition! Will be purchasing 3 more for my kids for christmas,Like brand new,"Reviewed in the United States on October 14, 2023",True,5.0
B09G9FPHY6,Love the options love the increase battery life charges easily great performance great quality for the price,Nice size 10.2,"Reviewed in the United States on October 18, 2023",True,5.0
B09G9FPHY6,I got this Apple iPad to replace my old one that was starting to have problems. This new one is awesome! It is so fast and the picture is crisp and clear. It charges fast and the battery seems to last a long time. It has plenty of storage too.,"great Apple product, as always!","Reviewed in the United States on September 3, 2023",True,5.0
B09G9FPHY6,"I am a first time iPad owner. Have been using my iPhone to surf the net, send email and messages, etc. Found this iPad 9th Gen at a great bargain on Amazon Prime day. Couldn’t be more happy with the purchase. It does everything I want it to and its larger screen is so much easier to view than my iPhone. Only downside is the smaller 64 GB storage. Could have upgraded, but the price would have been considerably higher. Very happy with the purchase, and would definitely recommend.",Really love my new iPad!,"Reviewed in the United States on August 24, 2023",True,5.0
B09G9FPHY6,"Being a Windows/Android user, the iPad takes some getting used to.After some internet searches, I was able to familiarize myself with its nuances.I use it mostly for annotating PDFs for research work. The screen and its color are outstanding.Would I buy it again? Not sure yet.",Not Bad After All,"Reviewed in the United States on September 24, 2023",True,4.0
B09G9FPHY6,"I have had my iPad 9th Generation 64GB Wi-Fi since the end of November, 2022. It has been about 5 months. I upgraded from an iPad Air 2 32GB Wi-Fi (2014 model) that I had for almost 6 years! I have to say that there is a reason why Apple iPads are sold at such a premium price. That's because they provide valuable practical use for far longer than the vast majority of what is available in the tablet market.With that said the 2021 iPad 9th Generation is a base iPad with a limited amount of fancy features and a dated iPad design. Quite frankly, I actually use my iPad on the go and all of the iPads I have had go directly into an Otterbox Defender case. So I hardly notice the little aesthetics in design when my iPads area always in an Otterbox Defender case.I won't make this review long and will highlight the particular reason why I feel the need to write this review at all. I would say there's three top reasons why I believe the iPad 9th generation is excellent: 1. Good CPU performance/64GB base memory capacity, 2. Value pricing, and 3. Apple Pencil/Freeform.1. CPU performance is good with the A13 CPU from the iPhone 11. I am confident that I will be able to use this iPad for at least 4 more years, if not 5. I bought my iPad Air 2 (2014 model) in 2016 and it was supported with OS updates up until iPadOS 15, which is a total of 8 years. But the iPad Air 2 was among the longest supported iPads in Apple's tablet history. So it is not likely to be repeated. But I think that the iPad 9th generation should be supported for at least 6 years, 2021 to 2027. Plus, the 64GB base capacity is excellent for my basic use of the iPad.2. The pricing for the iPad 9th Generation 64GB retails at $329.99, but it is often for sale at $269.99. That's how much I purchased it for during Cyber Monday 2022. It has been on sale for as low as $249.99 at some other retailers as well. So overall, the pricing is very affordable for a device this capable with support for many years to come.3. I know that the Apple Pencil has been out for years, but I have only now tried it. It was not supported with my iPad Air 2 (2014 model) and I never gave it much thought as being useful to me. I always thought that the Apple Pencil was geared towards artists, which to some extent it is. I tried the Apple Pencil on my iPad 9th Generation about a month after getting mine. It was a revolutionary experience for me. I have been looking for a viable substitute for a whiteboard for the longest time. But there is not any real replacement for what you can do on a whiteboard. The Apple Pencil with FreeForm is the closest that I've come to the experience I get on a whiteboard. Although, I do still use a 4'x8' whiteboard for some brainstorming sessions, the Apple Pencil has afforded me to do some basic brainstorming in FreeForm. This is a massive benefit and I can only see Apple getting better with its FreeForm app. Not to mention app developers releasing new apps to take advantage of the Apple Pencil for brainstorming on a virtual whiteboard.Overall, I highly recommend the iPad 9th Generation.","Apple does it again, the best of Apple in a great price!","Reviewed in the United States on March 26, 2023",True,5.0
B09G9FPHY6,Has lots of storage for all my toddlers games. Easy to find and has a very large bulky size but hey she doesn’t carry it far enough to break it. So we leave it where she lays. Could have got the mini but been burned by how easy that was to carry with my first kiddo. Too heavy to hold up that’s the only downfall. So she leans down if holding but everyone does that anyways. We just prop it up and when she’s tired she rolls away from it at night. Because she’s not holding it so close to her face she stays on it a way more appropriate amount of time for a kid.,Great product at a great price,"Reviewed in the United States on August 13, 2023",True,5.0
B09G9FPHY6,"The display really doesn't look great by today's standards and the screen-to-body ratio is ridiculously low. And the price isn't cheap, I think this ipad 9TH would be a little better if it either dropped the price some more or came out with an iteration of the typc-c interface model","Expected, except that the display isn't too good","Reviewed in the United States on October 7, 2023",True,4.0
B09G9FPHY6,"This is my fourth iPad since 2011. The old ones still work fine, but eventually run out of memory and get passed down to my grandkids.This time I bit the bullet and bought the maximum amount of storage available. I now have enough memory to download movies for use on long airplane trips.Do yourself a favor, don't cheap out on memory, buy the max and these things will last forever.The only time I had a problem with any of my iPads was when I hit it with a Weed Wacker and destroyed the screen. Cost me a couple hundred dollars to replace, but it's still going strong. Like a Timex, it takes a wacking and keeps on working.",LOVE MY iPads,"Reviewed in the United States on August 12, 2023",True,5.0
B09G9FPHY6,"This replaced ipad 5th generation, so the screen is larger & appears to be easier to view. Other than that they are pretty much identical in physical appearance, of course 9th gen has a faster chip along with a few more advanced features, camera/apps, etc. I mostly use it for surfing internet & games & would definitely buy it again. I didn’t like the fact that the stowage went from 64GB to 256GB skipping the normal 128 GB & going to 256 GB was too pricey for my intended use.",Excellent iPad,"Reviewed in the United States on July 28, 2023",True,5.0
B09G9FPHY6,Came in original box in amazing condition! Will be purchasing 3 more for my kids for christmas,Like brand new,"Reviewed in the United States on October 14, 2023",True,5.0
B09G9FPHY6,Love the options love the increase battery life charges easily great performance great quality for the price,Nice size 10.2,"Reviewed in the United States on October 18, 2023",True,5.0
B09G9FPHY6,I got this Apple iPad to replace my old one that was starting to have problems. This new one is awesome! It is so fast and the picture is crisp and clear. It charges fast and the battery seems to last a long time. It has plenty of storage too.,"great Apple product, as always!","Reviewed in the United States on September 3, 2023",True,5.0
B09G9FPHY6,"I am a first time iPad owner. Have been using my iPhone to surf the net, send email and messages, etc. Found this iPad 9th Gen at a great bargain on Amazon Prime day. Couldn’t be more happy with the purchase. It does everything I want it to and its larger screen is so much easier to view than my iPhone. Only downside is the smaller 64 GB storage. Could have upgraded, but the price would have been considerably higher. Very happy with the purchase, and would definitely recommend.",Really love my new iPad!,"Reviewed in the United States on August 24, 2023",True,5.0
B09G9FPHY6,"Being a Windows/Android user, the iPad takes some getting used to.After some internet searches, I was able to familiarize myself with its nuances.I use it mostly for annotating PDFs for research work. The screen and its color are outstanding.Would I buy it again? Not sure yet.",Not Bad After All,"Reviewed in the United States on September 24, 2023",True,4.0
B09G9FPHY6,"I have had my iPad 9th Generation 64GB Wi-Fi since the end of November, 2022. It has been about 5 months. I upgraded from an iPad Air 2 32GB Wi-Fi (2014 model) that I had for almost 6 years! I have to say that there is a reason why Apple iPads are sold at such a premium price. That's because they provide valuable practical use for far longer than the vast majority of what is available in the tablet market.With that said the 2021 iPad 9th Generation is a base iPad with a limited amount of fancy features and a dated iPad design. Quite frankly, I actually use my iPad on the go and all of the iPads I have had go directly into an Otterbox Defender case. So I hardly notice the little aesthetics in design when my iPads area always in an Otterbox Defender case.I won't make this review long and will highlight the particular reason why I feel the need to write this review at all. I would say there's three top reasons why I believe the iPad 9th generation is excellent: 1. Good CPU performance/64GB base memory capacity, 2. Value pricing, and 3. Apple Pencil/Freeform.1. CPU performance is good with the A13 CPU from the iPhone 11. I am confident that I will be able to use this iPad for at least 4 more years, if not 5. I bought my iPad Air 2 (2014 model) in 2016 and it was supported with OS updates up until iPadOS 15, which is a total of 8 years. But the iPad Air 2 was among the longest supported iPads in Apple's tablet history. So it is not likely to be repeated. But I think that the iPad 9th generation should be supported for at least 6 years, 2021 to 2027. Plus, the 64GB base capacity is excellent for my basic use of the iPad.2. The pricing for the iPad 9th Generation 64GB retails at $329.99, but it is often for sale at $269.99. That's how much I purchased it for during Cyber Monday 2022. It has been on sale for as low as $249.99 at some other retailers as well. So overall, the pricing is very affordable for a device this capable with support for many years to come.3. I know that the Apple Pencil has been out for years, but I have only now tried it. It was not supported with my iPad Air 2 (2014 model) and I never gave it much thought as being useful to me. I always thought that the Apple Pencil was geared towards artists, which to some extent it is. I tried the Apple Pencil on my iPad 9th Generation about a month after getting mine. It was a revolutionary experience for me. I have been looking for a viable substitute for a whiteboard for the longest time. But there is not any real replacement for what you can do on a whiteboard. The Apple Pencil with FreeForm is the closest that I've come to the experience I get on a whiteboard. Although, I do still use a 4'x8' whiteboard for some brainstorming sessions, the Apple Pencil has afforded me to do some basic brainstorming in FreeForm. This is a massive benefit and I can only see Apple getting better with its FreeForm app. Not to mention app developers releasing new apps to take advantage of the Apple Pencil for brainstorming on a virtual whiteboard.Overall, I highly recommend the iPad 9th Generation.","Apple does it again, the best of Apple in a great price!","Reviewed in the United States on March 26, 2023",True,5.0
B09G9FPHY6,Has lots of storage for all my toddlers games. Easy to find and has a very large bulky size but hey she doesn’t carry it far enough to break it. So we leave it where she lays. Could have got the mini but been burned by how easy that was to carry with my first kiddo. Too heavy to hold up that’s the only downfall. So she leans down if holding but everyone does that anyways. We just prop it up and when she’s tired she rolls away from it at night. Because she’s not holding it so close to her face she stays on it a way more appropriate amount of time for a kid.,Great product at a great price,"Reviewed in the United States on August 13, 2023",True,5.0
